Miền,Khu vực,Tỉnh,Mã C1,Tên C1,Mã NVTT,Tên NVTT,Mã Tuyến,Tên Tuyến,Mã KH,Tên KH,Số nhà,Đường,Phường/xã,Quận/huyện,Tỉnh/thành phố,SĐT,Số đơn hàng,Số đơn gốc,Loại đơn hàng,Đơn hàng tạo từ,Ngày đặt hàng,Ngày giao hàng,Mã kho,Tên kho,Mã SP,Tên Sản phẩm,Đơn giá,Quy cách,Số lượng (tấn),Số lượng (bao),Thành tiền (VND),Chương trình,Loại KM,Số tiền chiết khấu,SL khuyến mãi (tấn),SL khuyến mãi (bao),Trạng Thái,Ngày thực tế kế toán tạo đơn,Thời gian gửi SMS,Mã CTTL,Điểm
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tp. Cần Thơ,C1TNB,C1 Tây Nam Bộ,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23004A9,CH VTNN Trường Tân,,,Xã Mỹ Hội,Huyện Cái Bè,Tỉnh Tiền Giang,0949978639,E3619159021984,E3619159021984,Đơn bán,Tablet,11/12/2023,,,,TP00000504,NPK PM 16-16-16+TE Bao 50 kg L1,1,20,2,40,29200000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tp. Cần Thơ,C1TNB,C1 Tây Nam Bộ,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23004A9,CH VTNN Trường Tân,,,Xã Mỹ Hội,Huyện Cái Bè,Tỉnh Tiền Giang,0949978639,E3619159021984,E3619159021984,Đơn bán,Tablet,11/12/2023,,,,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,2,40,22000000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tp. Cần Thơ,C1TNB,C1 Tây Nam Bộ,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23014A7,CH VTNN Thành Tính,,"Xã Hậu Mỹ Bắc B, huyện Cái Bè, Tiền Giang",Xã Hậu Mỹ Bắc B,Huyện Cái Bè,Tỉnh Tiền Giang,0999999999,E0028803254849,E0028803254849,Đơn bán,Tablet,11/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,4,80,69600000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tp. Cần Thơ,C1TNB,C1 Tây Nam Bộ,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23014A7,CH VTNN Thành Tính,,"Xã Hậu Mỹ Bắc B, huyện Cái Bè, Tiền Giang",Xã Hậu Mỹ Bắc B,Huyện Cái Bè,Tỉnh Tiền Giang,0999999999,E0028803254849,E0028803254849,Đơn bán,Tablet,11/12/2023,,,,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,1,20,13200000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tp. Cần Thơ,C1TNB,C1 Tây Nam Bộ,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23014A7,CH VTNN Thành Tính,,"Xã Hậu Mỹ Bắc B, huyện Cái Bè, Tiền Giang",Xã Hậu Mỹ Bắc B,Huyện Cái Bè,Tỉnh Tiền Giang,0999999999,E0028803254849,E0028803254849,Đơn bán,Tablet,11/12/2023,,,,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,1,20,11000000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tp. Cần Thơ,C1TNB,C1 Tây Nam Bộ,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23014B2,CH VTNN 6 Lít,,"Phú Cường, Cai Lậy, Tiền Giang",Xã Phú Cường,Huyện Cai Lậy,Tỉnh Tiền Giang,0999999999,E0029950105075,E0029950105075,Đơn bán,Tablet,11/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,3,60,52200000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tp. Cần Thơ,C1TNB,C1 Tây Nam Bộ,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23014B2,CH VTNN 6 Lít,,"Phú Cường, Cai Lậy, Tiền Giang",Xã Phú Cường,Huyện Cai Lậy,Tỉnh Tiền Giang,0999999999,E0029950105075,E0029950105075,Đơn bán,Tablet,11/12/2023,,,,TP00000551,NPK PM 17-7-17+TE Bao 50 kg L1,1,20,3,60,39000000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tp. Cần Thơ,C1TNB,C1 Tây Nam Bộ,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23014B2,CH VTNN 6 Lít,,"Phú Cường, Cai Lậy, Tiền Giang",Xã Phú Cường,Huyện Cai Lậy,Tỉnh Tiền Giang,0999999999,E0029950105075,E0029950105075,Đơn bán,Tablet,11/12/2023,,,,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,3,60,39600000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Bến Tre,C1TRANTHINGOAN,DNTN Trần Thị Ngoan,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,230054B,CH VTNN Năm Vuông,,,Xã Mỹ Phước Tây,Thị xã Cai Lậy,Tỉnh Tiền Giang,0973169167,E3635386985560,E3635386985560,Đơn bán,Tablet,11/12/2023,,,,TP00000443,NPK PM 16-16-8+13S+TE- bao 50 kg,1,20,2,40,26000000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Bến Tre,C1TRANTHINGOAN,DNTN Trần Thị Ngoan,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,230054B,CH VTNN Năm Vuông,,,Xã Mỹ Phước Tây,Thị xã Cai Lậy,Tỉnh Tiền Giang,0973169167,E3635386985560,E3635386985560,Đơn bán,Tablet,11/12/2023,,,,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,5,100,66000000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Bến Tre,C1TRANTHINGOAN,DNTN Trần Thị Ngoan,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23006C4,CH VTNN Bảy Tầm,,,Xã Mỹ Phước Tây,Thị xã Cai Lậy,Tỉnh Tiền Giang,0944478225,E7842564904858,E7842564904858,Đơn bán,Tablet,05/12/2023,,,,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,3.5,70,38500000,,,0,,,Chưa duyệt,05/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Bến Tre,C1TRANTHINGOAN,DNTN Trần Thị Ngoan,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23006DE,CH VTNN An Hoà,,,Xã Tân Hòa Thành,Huyện Tân Phước,Tỉnh Tiền Giang,0939669987,E5912797018599,E5912797018599,Đơn bán,Tablet,11/12/2023,,,,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,2,40,26400000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Bến Tre,C1TRANTHINGOAN,DNTN Trần Thị Ngoan,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23006EE,CH VTNN Mười Bao,,,Xã Tân Phú,Thị xã Cai Lậy,Tỉnh Tiền Giang,0397098864,E9000116875930,E9000116875930,Đơn bán,Tablet,11/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,1,20,17400000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Bến Tre,C1TRANTHINGOAN,DNTN Trần Thị Ngoan,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23006EE,CH VTNN Mười Bao,,,Xã Tân Phú,Thị xã Cai Lậy,Tỉnh Tiền Giang,0397098864,E9000116875930,E9000116875930,Đơn bán,Tablet,11/12/2023,,,,TP00000504,NPK PM 16-16-16+TE Bao 50 kg L1,1,20,1,20,14600000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Bến Tre,C1TRANTHINGOAN,DNTN Trần Thị Ngoan,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23006EE,CH VTNN Mười Bao,,,Xã Tân Phú,Thị xã Cai Lậy,Tỉnh Tiền Giang,0397098864,E9000116875930,E9000116875930,Đơn bán,Tablet,11/12/2023,,,,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,1,20,13200000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Bến Tre,C1TRANTHINGOAN,DNTN Trần Thị Ngoan,DHQUAN,Đặng Hồng Quân,DHQUAN_2023,TNB QUAN,23006EE,CH VTNN Mười Bao,,,Xã Tân Phú,Thị xã Cai Lậy,Tỉnh Tiền Giang,0397098864,E9000116875930,E9000116875930,Đơn bán,Tablet,11/12/2023,,,,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,1,20,11000000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Kiên Giang,C1TANTHANH,DNTN Phân bón Tân Thành,MHDE,Mai Hoàng Đệ,MHDE_2023,TNB DE,230156A,CH VTNN Ngọc Châu 2,,"257 QL63, TT. Thứ Ba, tx.An Biên, tỉnh Kiên Giang, Vietnam",Thị trấn Thứ Ba,Huyện An Biên,Tỉnh Kiên Giang,0913881861,E0048382746051,E0048382746051,Đơn bán,Tablet,06/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,2.5,50,50,,,0,,,Chưa duyệt,06/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Kiên Giang,C1TANTHANH,DNTN Phân bón Tân Thành,MHDE,Mai Hoàng Đệ,MHDE_2023,TNB DE,230156A,CH VTNN Ngọc Châu 2,,"257 QL63, TT. Thứ Ba, tx.An Biên, tỉnh Kiên Giang, Vietnam",Thị trấn Thứ Ba,Huyện An Biên,Tỉnh Kiên Giang,0913881861,E0048382746051,E0048382746051,Đơn bán,Tablet,06/12/2023,,,,TP00000563,NPK PM 16-8-17+TE Bao 50 kg L1,1,20,2.5,50,50,,,0,,,Chưa duyệt,06/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,DVBO,Dương Văn Bọ,DVBO_2023,TNB BO,23006A9,HTX Nông Nghiệp và Thuỷ Sản Thắng Lợi,,,Xã Vĩnh Bình,Huyện Vĩnh Thạnh,TP. Cần Thơ,0834477955,E9323524645608,E9323524645608,Đơn bán,Tablet,11/12/2023,,,,TP00000440,NPK PM 16-8-16+TE Bao 50 kg,1,20,2,40,25000000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,DVBO,Dương Văn Bọ,DVBO_2023,TNB BO,23006A9,HTX Nông Nghiệp và Thuỷ Sản Thắng Lợi,,,Xã Vĩnh Bình,Huyện Vĩnh Thạnh,TP. Cần Thơ,0834477955,E9323524645608,E9323524645608,Đơn bán,Tablet,11/12/2023,,,,TP00000443,NPK PM 16-16-8+13S+TE- bao 50 kg,1,20,6,120,75600000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,DVBO,Dương Văn Bọ,DVBO_2023,TNB BO,23006A9,HTX Nông Nghiệp và Thuỷ Sản Thắng Lợi,,,Xã Vĩnh Bình,Huyện Vĩnh Thạnh,TP. Cần Thơ,0834477955,E9323524645608,E9323524645608,Đơn bán,Tablet,11/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,1,20,16800000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,DVBO,Dương Văn Bọ,DVBO_2023,TNB BO,23006A9,HTX Nông Nghiệp và Thuỷ Sản Thắng Lợi,,,Xã Vĩnh Bình,Huyện Vĩnh Thạnh,TP. Cần Thơ,0834477955,E9323524645608,E9323524645608,Đơn bán,Tablet,11/12/2023,,,,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,3,60,31200000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NHLAM,Nguyễn Hữu Lam,NHLAM_2023,TNB LAM,23006E4,CH VTNN Huỳnh Quyên,576,Trần Phú,Phường Long Châu,Thị xã Tân Châu,Tỉnh An Giang,0931004300,E2956624672936,E2956624672936,Đơn bán,Tablet,08/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,6.5,130,114400000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NHLAM,Nguyễn Hữu Lam,NHLAM_2023,TNB LAM,23006E4,CH VTNN Huỳnh Quyên,576,Trần Phú,Phường Long Châu,Thị xã Tân Châu,Tỉnh An Giang,0931004300,E2956624672936,E2956624672936,Đơn bán,Tablet,08/12/2023,,,,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,4,80,52000000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NHLAM,Nguyễn Hữu Lam,NHLAM_2023,TNB LAM,23006E4,CH VTNN Huỳnh Quyên,576,Trần Phú,Phường Long Châu,Thị xã Tân Châu,Tỉnh An Giang,0931004300,E2956624672936,E2956624672936,Đơn bán,Tablet,08/12/2023,,,,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,3,60,31800000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NHLAM,Nguyễn Hữu Lam,NHLAM_2023,TNB LAM,2301AFB,CH VTNN Thái Đăng,,,Xã Phú An,Huyện Phú Tân,Tỉnh An Giang,0919888400,E2198506206324,E2198506206324,Đơn bán,Tablet,08/12/2023,,,,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,16,320,208000000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NHLAM,Nguyễn Hữu Lam,NHLAM_2023,TNB LAM,2301AFB,CH VTNN Thái Đăng,,,Xã Phú An,Huyện Phú Tân,Tỉnh An Giang,0919888400,E2198506206324,E2198506206324,Đơn bán,Tablet,08/12/2023,,,,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,2.5,50,26500000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NHLAM,Nguyễn Hữu Lam,NHLAM_2023,TNB LAM,2301AFB,CH VTNN Thái Đăng,,,Xã Phú An,Huyện Phú Tân,Tỉnh An Giang,0919888400,E2198506206324,E2198506206324,Đơn bán,Tablet,08/12/2023,,,,TP00000665,Đạm Phú Mỹ+KeBo 50 kg,1,20,6,120,67800000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,230153D,CH VTNN Thành Tấn,,"Tổ 10 ấp An Phú, Bình Hòa, Châu Thành, An Giang, Vietnam",Xã Bình Hòa,Huyện Châu Thành,Tỉnh An Giang,0972567557,E0043859037738,E0043859037738,Đơn bán,Tablet,08/12/2023,,,,TP00000451,NPK PM 16-16-8+5S+TE - Rời loại 1,1,20,5,100,64000000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,230153E,CH VTNN Phước Hạnh,,"Cầu giao thông, Cần Đăng, Châu Thành, Tỉnh An Giang",Xã Cần Đăng,Huyện Châu Thành,Tỉnh An Giang,0907707048,E0043949206068,E0043949206068,Đơn bán,Tablet,08/12/2023,,,,TP00000440,NPK PM 16-8-16+TE Bao 50 kg,1,20,25,500,315000000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,230153E,CH VTNN Phước Hạnh,,"Cầu giao thông, Cần Đăng, Châu Thành, Tỉnh An Giang",Xã Cần Đăng,Huyện Châu Thành,Tỉnh An Giang,0907707048,E0043949206068,E0043949206068,Đơn bán,Tablet,08/12/2023,,,,TP00000451,NPK PM 16-16-8+5S+TE - Rời loại 1,1,20,25,500,320000000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,230153E,CH VTNN Phước Hạnh,,"Cầu giao thông, Cần Đăng, Châu Thành, Tỉnh An Giang",Xã Cần Đăng,Huyện Châu Thành,Tỉnh An Giang,0907707048,E0043949206068,E0043949206068,Đơn bán,Tablet,08/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,10,200,176000000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,230153E,CH VTNN Phước Hạnh,,"Cầu giao thông, Cần Đăng, Châu Thành, Tỉnh An Giang",Xã Cần Đăng,Huyện Châu Thành,Tỉnh An Giang,0907707048,E0043949206068,E0043949206068,Đơn bán,Tablet,08/12/2023,,,,TP00000516,NPK PM 17-15-9+13S+TEBao 50 kg L1,1,20,25,500,320000000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,2301542,CH VTNN Kim Oanh,,"xã Mỹ Khánh,thành phố Long Xuyên,An Giang, Việt Nam",Xã Mỹ Khánh,TP. Long Xuyên,Tỉnh An Giang,0974552255,E0044316261762,E0044316261762,Đơn bán,Tablet,08/12/2023,,,,TP00000440,NPK PM 16-8-16+TE Bao 50 kg,1,20,5,100,63000000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,2301542,CH VTNN Kim Oanh,,"xã Mỹ Khánh,thành phố Long Xuyên,An Giang, Việt Nam",Xã Mỹ Khánh,TP. Long Xuyên,Tỉnh An Giang,0974552255,E0044316261762,E0044316261762,Đơn bán,Tablet,08/12/2023,,,,TP00000443,NPK PM 16-16-8+13S+TE- bao 50 kg,1,20,2.75,55,35200000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,2301542,CH VTNN Kim Oanh,,"xã Mỹ Khánh,thành phố Long Xuyên,An Giang, Việt Nam",Xã Mỹ Khánh,TP. Long Xuyên,Tỉnh An Giang,0974552255,E0044316261762,E0044316261762,Đơn bán,Tablet,08/12/2023,,,,TP00000452,NPK PM 16-16-8+5S+TE - Bao 50 kg,1,20,2.5,50,32000000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,2301542,CH VTNN Kim Oanh,,"xã Mỹ Khánh,thành phố Long Xuyên,An Giang, Việt Nam",Xã Mỹ Khánh,TP. Long Xuyên,Tỉnh An Giang,0974552255,E0044316261762,E0044316261762,Đơn bán,Tablet,08/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,5,100,83500000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,2301542,CH VTNN Kim Oanh,,"xã Mỹ Khánh,thành phố Long Xuyên,An Giang, Việt Nam",Xã Mỹ Khánh,TP. Long Xuyên,Tỉnh An Giang,0974552255,E0044316261762,E0044316261762,Đơn bán,Tablet,08/12/2023,,,,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,5.25,105,68250000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,2301542,CH VTNN Kim Oanh,,"xã Mỹ Khánh,thành phố Long Xuyên,An Giang, Việt Nam",Xã Mỹ Khánh,TP. Long Xuyên,Tỉnh An Giang,0974552255,E0044316261762,E0044316261762,Đơn bán,Tablet,08/12/2023,,,,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,9,180,96300000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,2301544,CH VTNN Nam Chương,,"Unnamed Road, Vĩnh Khánh, Thoại Sơn, An Giang, Vietnam",Xã Vĩnh Khánh,Huyện Thoại Sơn,Tỉnh An Giang,0942272757,E0044582840600,E0044582840600,Đơn bán,Tablet,08/12/2023,,,,TP00000444,NPK PM 16-16-8+13S+TE - bao 25 kg,1,40,5,200,64000000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,2301544,CH VTNN Nam Chương,,"Unnamed Road, Vĩnh Khánh, Thoại Sơn, An Giang, Vietnam",Xã Vĩnh Khánh,Huyện Thoại Sơn,Tỉnh An Giang,0942272757,E0044582840600,E0044582840600,Đơn bán,Tablet,08/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,9.25,185,154475000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NPPHU,Nguyễn Phong Phú,NPPHU_2023,TNB PHU,2301544,CH VTNN Nam Chương,,"Unnamed Road, Vĩnh Khánh, Thoại Sơn, An Giang, Vietnam",Xã Vĩnh Khánh,Huyện Thoại Sơn,Tỉnh An Giang,0942272757,E0044582840600,E0044582840600,Đơn bán,Tablet,08/12/2023,,,,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,5,100,53500000,,,0,,,Chưa duyệt,08/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NVTRU,Nguyễn Vũ Trụ,NVTRU_2023,TNB TRU,2300499,CH VTNN Tấn Thịnh,,QL61B,Phường 1,Thị xã Ngã Năm,Tỉnh Sóc Trăng,0909090285,E3617517352736,E3617517352736,Đơn bán,Tablet,11/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,2.5,50,42750000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NVTRU,Nguyễn Vũ Trụ,NVTRU_2023,TNB TRU,2300499,CH VTNN Tấn Thịnh,,QL61B,Phường 1,Thị xã Ngã Năm,Tỉnh Sóc Trăng,0909090285,E3617517352736,E3617517352736,Đơn bán,Tablet,11/12/2023,,,,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,2,40,21800000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NVTRU,Nguyễn Vũ Trụ,NVTRU_2023,TNB TRU,23006A1,CH VTNN Kim,,,Thị trấn Mỹ Xuyên,Huyện Mỹ Xuyên,Tỉnh Sóc Trăng,0919637438,E6530944908603,E6530944908603,Đơn bán,Tablet,11/12/2023,,,,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,3,60,51300000,,,0,,,Chưa duyệt,11/12/2023,,,
Công ty Tây Nam Bộ,Khu vực Tây Nam Bộ,Tỉnh Sóc Trăng,C1HUNGTHANH,Công ty TNHH VTNN Hưng Thạnh,NVTRU,Nguyễn Vũ Trụ,NVTRU_2023,TNB TRU,23006A1,CH VTNN Kim,,,Thị trấn Mỹ Xuyên,Huyện Mỹ Xuyên,Tỉnh Sóc Trăng,0919637438,E6530944908603,E6530944908603,Đơn bán,Tablet,11/12/2023,,,,TP00000665,Đạm Phú Mỹ+KeBo 50 kg,1,20,1,20,10700000,,,0,,,Chưa duyệt,11/12/2023,,,
