Miền,Khu vực,Tỉnh,Mã C1,Tên C1,Mã NVTT,Tên NVTT,Mã Tuyến,Tên Tuyến,Mã KH,Tên KH,Số nhà,Đường,Phường/xã,Quận/huyện,Tỉnh/thành phố,SĐT,Số đơn hàng,Số đơn gốc,Loại đơn hàng,Đơn hàng tạo từ,Ngày đặt hàng,Ngày giao hàng,Mã kho,Tên kho,Mã SP,Tên Sản phẩm,Đơn giá,Quy cách,Số lượng (tấn),Số lượng (bao),Thành tiền (VND),Chương trình,Loại KM,Số tiền chiết khấu,SL khuyến mãi (tấn),SL khuyến mãi (bao),Trạng Thái,Ngày thực tế kế toán tạo đơn,Thời gian gửi SMS,Mã CTTL,Điểm
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,QNTHO,Quỳnh Ngọc Thọ,GIALAI_QNT,Gia Lai,22001DB,CH Trọng Hương,,,Thị trấn Đăk Đoa,Huyện Đăk Đoa,Tỉnh Gia Lai,0963640426,IN000015,E3556725825217,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,30,600,312000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,QNTHO,Quỳnh Ngọc Thọ,GIALAI_QNT,Gia Lai,22001E5,CH Như Hồ,,,Thị trấn Ia Ly,Huyện Chư Păh,Tỉnh Gia Lai,0373767365,IN000012,E3557701341525,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000606,NPK PM 16-8-8+TE- Bao 50 kg L1,1,20,31,620,322400000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,QNTHO,Quỳnh Ngọc Thọ,GIALAI_QNT,Gia Lai,22001E7,CH Hoàng Bảy,,,Xã Nghĩa Hòa,Huyện Chư Păh,Tỉnh Gia Lai,0987883085,IN000013,E3557905460362,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,30,600,309000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,QNTHO,Quỳnh Ngọc Thọ,GIALAI_QNT,Gia Lai,2200221,CH Quy Nga,,Quốc Lộ 19,Xã Tân Bình,Huyện Đăk Đoa,Tỉnh Gia Lai,0345714268,IN000014,E3563712218273,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000606,NPK PM 16-8-8+TE- Bao 50 kg L1,1,20,30,600,312000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001CB,CH Hường Dưỡng,,,Thị trấn Chư Prông,Huyện Chư Prông,Tỉnh Gia Lai,0977495814,E3555104549249,E3555104549249,Đơn bán,Tablet,15/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000606,NPK PM 16-8-8+TE- Bao 50 kg L1,1,20,30,600,312000000,,,0,,,Chưa duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001CB,CH Hường Dưỡng,,,Thị trấn Chư Prông,Huyện Chư Prông,Tỉnh Gia Lai,0977495814,IN000003,E3555138874464,Đơn bán,Tablet,11/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000001,Đạm Phú Mỹ,1,20,2,40,40,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001CB,CH Hường Dưỡng,,,Thị trấn Chư Prông,Huyện Chư Prông,Tỉnh Gia Lai,0977495814,IN000003,E3555138874464,Đơn bán,Tablet,11/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000665,Đạm Phú Mỹ+KeBo 50 kg,1,20,2,40,40,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001CC,CH Chiến Vân,218,Hùng Vương,Thị trấn Chư Prông,Huyện Chư Prông,Tỉnh Gia Lai,0912626623,IN000005,E3555210861165,Đơn bán,Tablet,11/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,5,100,100,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001CF,CH Thùy Trang,thôn 4,,Xã Gào,TP. Pleiku,Tỉnh Gia Lai,0902289659,IN000004,E3555500849039,Đơn bán,Tablet,12/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000001,Đạm Phú Mỹ,1,20,10,200,200,,,0,,,Đã duyệt,12/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001CF,CH Thùy Trang,thôn 4,,Xã Gào,TP. Pleiku,Tỉnh Gia Lai,0902289659,IN000004,E3555500849039,Đơn bán,Tablet,12/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000665,Đạm Phú Mỹ+KeBo 50 kg,1,20,5,100,100,,,0,,,Đã duyệt,12/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001D4,CH Minh Hoan,,,Xã Ia Sao,Huyện Ia Grai,Tỉnh Gia Lai,,IN000009,E3556027609446,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000001,Đạm Phú Mỹ,1,20,5,100,100,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001D4,CH Minh Hoan,,,Xã Ia Sao,Huyện Ia Grai,Tỉnh Gia Lai,,IN000009,E3556027609446,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000665,Đạm Phú Mỹ+KeBo 50 kg,1,20,2,40,40,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001D7,CH Nga Hiệp,47,Trần Cang,Xã An Phú,TP. Pleiku,Tỉnh Gia Lai,0919150177,E3556395563374,E3556395563374,Đơn bán,Tablet,15/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000606,NPK PM 16-8-8+TE- Bao 50 kg L1,1,20,30,600,312000000,,,0,,,Chưa duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001F4,CH Viện Ngọn,,,Xã Ia Sao,Huyện Ia Grai,Tỉnh Gia Lai,0367276110,E3559253826992,E3559253826992,Đơn bán,Tablet,15/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,31,620,325500000,,,0,,,Chưa duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001F7,CH Cường Nhung,,,Xã Ia Yok,Huyện Ia Grai,Tỉnh Gia Lai,0935847444,IN000008,E3559553645439,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000001,Đạm Phú Mỹ,1,20,5,100,100,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001F7,CH Cường Nhung,,,Xã Ia Yok,Huyện Ia Grai,Tỉnh Gia Lai,0935847444,IN000008,E3559553645439,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000665,Đạm Phú Mỹ+KeBo 50 kg,1,20,5,100,100,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001F8,CH Bình Thân,,,Xã Ia Yok,Huyện Ia Grai,Tỉnh Gia Lai,0935577768,IN000006,E3559642530944,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000001,Đạm Phú Mỹ,1,20,5,100,100,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001FC,CH Xuân Phượng,,,Xã Ia Tô,Huyện Ia Grai,Tỉnh Gia Lai,0907355044,E3560015723208,E3560015723208,Đơn bán,Tablet,15/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000606,NPK PM 16-8-8+TE- Bao 50 kg L1,1,20,30,600,312000000,,,0,,,Chưa duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,2200206,CH Bảy Thu,,,Xã Ia Băng,Huyện Chư Prông,Tỉnh Gia Lai,0915195092,E3561057857482,E3561057857482,Đơn bán,Tablet,15/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000606,NPK PM 16-8-8+TE- Bao 50 kg L1,1,20,32,640,332800000,,,0,,,Chưa duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,2200230,CH Tiến Hiền,,,Xã Ia Din,Huyện Đức Cơ,Tỉnh Gia Lai,0905419250,E3565209904103,E3565209904103,Đơn bán,Tablet,15/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000606,NPK PM 16-8-8+TE- Bao 50 kg L1,1,20,30,600,312000000,,,0,,,Chưa duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,2200230,CH Tiến Hiền,,,Xã Ia Din,Huyện Đức Cơ,Tỉnh Gia Lai,0905419250,IN000007,E3565245838393,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000001,Đạm Phú Mỹ,1,20,5,100,100,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1NAMDUGL,Công ty TNHH Nam Du GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,2200230,CH Tiến Hiền,,,Xã Ia Din,Huyện Đức Cơ,Tỉnh Gia Lai,0905419250,IN000007,E3565245838393,Đơn bán,Tablet,14/12/2023,,KHO_NAMDU,Kho Nam Du,TP00000665,Đạm Phú Mỹ+KeBo 50 kg,1,20,2,40,40,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,22001E1,CH Hùng Liên,,,Xã Bờ Ngoong,Huyện Chư Sê,Tỉnh Gia Lai,0774579193,IN000012,E3557302563283,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,31,620,316200000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,2200213,CH Thu Đăng,,,Xã Bờ Ngoong,Huyện Chư Sê,Tỉnh Gia Lai,0914762877,IN000013,E3562315461998,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000606,NPK PM 16-8-8+TE- Bao 50 kg L1,1,20,30,600,312000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,2200214,CH Bảy Dương,,,Xã Bờ Ngoong,Huyện Chư Sê,Tỉnh Gia Lai,0372460789,IN000014,E3562421118560,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,30,600,309000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,2200218,CH Toan Hoa,260,Hùng Vương,Thị trấn Chư Sê,Huyện Chư Sê,Tỉnh Gia Lai,0987363967,E3562815628183,E3562815628183,Đơn bán,Tablet,12/12/2023,,,,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,5,100,100,,,0,,,Từ chối,12/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,2200218,CH Toan Hoa,260,Hùng Vương,Thị trấn Chư Sê,Huyện Chư Sê,Tỉnh Gia Lai,0987363967,E3562815628183,E3562815628183,Đơn bán,Tablet,12/12/2023,,,,TP00000522,NPK PM 15-15-15+TE Bao 50 kg L1,1,20,5,100,100,,,0,,,Từ chối,12/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,2200320,CH Thần Nông,,,Xã Ia Ko,Huyện Chư Sê,Tỉnh Gia Lai,0900000000,IN000003,E3589228029169,Đơn bán,Tablet,12/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,15,300,300,,,0,,,Đã duyệt,12/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,2200320,CH Thần Nông,,,Xã Ia Ko,Huyện Chư Sê,Tỉnh Gia Lai,0900000000,IN000016,E3589238779673,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,30,600,309000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,2200402,CH Duy Lương,,,Thị trấn Nhơn Hoà,Huyện Chư Pưh,Tỉnh Gia Lai,0385084875,IN000015,E3609032451727,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,31,620,325500000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,2302AF9,CHPB Phú Hiền,,,Xã Sơn Lang,Huyện KBang,Tỉnh Gia Lai,0979822975,IN000011,E4018536662894,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,62,1240,638600000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,QNTHO,Quỳnh Ngọc Thọ,GIALAI_QNT,Gia Lai,22001D2,CH Thái Hà,,,Xã Nghĩa Hưng,Huyện Chư Păh,Tỉnh Gia Lai,0935980729,IN000007,E3555869802490,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,31,620,319300000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,QNTHO,Quỳnh Ngọc Thọ,GIALAI_QNT,Gia Lai,22001DA,CH Dũng Hương,,,Xã Tân Bình,Huyện Đăk Đoa,Tỉnh Gia Lai,0984365777,IN000006,E3556664977300,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,31,620,319300000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,QNTHO,Quỳnh Ngọc Thọ,GIALAI_QNT,Gia Lai,2200200,CH Minh Thoa,,,Thị trấn Ia Ly,Huyện Chư Păh,Tỉnh Gia Lai,0338666979,IN000008,E3560497682925,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,31,620,319300000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,QNTHO,Quỳnh Ngọc Thọ,GIALAI_QNT,Gia Lai,2200325,CH Thuận,,,Xã Tân Bình,Huyện Đăk Đoa,Tỉnh Gia Lai,0984164278,IN000009,E3589720202072,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,30,600,309000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,QNTHO,Quỳnh Ngọc Thọ,GIALAI_QNT,Gia Lai,2301F48,Ch Xuân Thu,,Ql19,Xã Tân Bình,Huyện Đăk Đoa,Tỉnh Gia Lai,091273249,IN000010,E7070229667352,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,30,600,312000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001D0,CH Liên Tứ,,,Thị trấn Ia Kha,Huyện Ia Grai,Tỉnh Gia Lai,0979022563,IN000004,E3555685668386,Đơn bán,Tablet,12/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000001,Đạm Phú Mỹ,1,20,5,100,100,,,0,,,Đã duyệt,12/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001D0,CH Liên Tứ,,,Thị trấn Ia Kha,Huyện Ia Grai,Tỉnh Gia Lai,0979022563,IN000004,E3555685668386,Đơn bán,Tablet,12/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000466,NPK PM 20-5-5+TE Bao 25kg,1,40,5,200,100,,,0,,,Đã duyệt,12/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001D0,CH Liên Tứ,,,Thị trấn Ia Kha,Huyện Ia Grai,Tỉnh Gia Lai,0979022563,IN000018,E3555687001976,Đơn bán,Tablet,15/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,31,620,319300000,,,0,,,Đã duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001D8,CH Đức Nhân,62,Trần cang,Xã An Phú,TP. Pleiku,Tỉnh Gia Lai,0905612129,IN000005,E3556432311197,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000001,Đạm Phú Mỹ,1,20,5,100,100,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001D8,CH Đức Nhân,62,Trần cang,Xã An Phú,TP. Pleiku,Tỉnh Gia Lai,0905612129,IN000005,E3556432311197,Đơn bán,Tablet,14/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000665,Đạm Phú Mỹ+KeBo 50 kg,1,20,2,40,40,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,2200207,CH Bảo Thư,,,Xã Ia Băng,Huyện Chư Prông,Tỉnh Gia Lai,0948404142,IN000019,E3561167205940,Đơn bán,Tablet,15/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,32,640,329600000,,,0,,,Đã duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,220020A,CH Cát Mỹ,,,Thị trấn Chư Prông,Huyện Chư Prông,Tỉnh Gia Lai,0975544078,IN000020,E3561491721392,Đơn bán,Tablet,15/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,30,600,309000000,,,0,,,Đã duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1PHUBINHGL,Công ty CP Phú Bình GL,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,2301BA8,CH Mỹ Vân,,,Xã Ia Phìn,Huyện Chư Prông,Tỉnh Gia Lai,0975964578,IN000017,E0031208570003,Đơn bán,Tablet,15/12/2023,,KHO_PHUBINH,Kho Phú Bình,TP00000465,NPK PM 20-5-5+TE Bao 50kg,1,20,30,600,309000000,,,0,,,Đã duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1SONNGUYET,Công ty TNHH MTV TM-DV Sơn Nguyệt,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,22001E4,CH Hường,,,Thị trấn Chư Sê,Huyện Chư Sê,Tỉnh Gia Lai,0984851155,IN000007,E3557606903281,Đơn bán,Tablet,14/12/2023,,KHO_SONNGUYET,Kho Sơn Nguyệt,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,32,640,336000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1SONNGUYET,Công ty TNHH MTV TM-DV Sơn Nguyệt,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,2301FA5,CHPB Long Tâm,,,Xã Ia Ko,Huyện Chư Sê,Tỉnh Gia Lai,0379075889,IN000008,E0033745479202,Đơn bán,Tablet,14/12/2023,,KHO_SONNGUYET,Kho Sơn Nguyệt,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,30,600,315000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1SONNGUYET,Công ty TNHH MTV TM-DV Sơn Nguyệt,PVHUNG,Phan Việt Hùng,GIALAI_PVH,Gia Lai,2302AF8,CHPB Dũng Thị,,,Xã Sơ Pai,Huyện KBang,Tỉnh Gia Lai,0986165284,IN000006,E6350141022844,Đơn bán,Tablet,14/12/2023,,KHO_SONNGUYET,Kho Sơn Nguyệt,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,32,640,336000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1SONNGUYET,Công ty TNHH MTV TM-DV Sơn Nguyệt,QNTHO,Quỳnh Ngọc Thọ,GIALAI_QNT,Gia Lai,220021C,CH Hương Tánh,256,Nguyễn Huệ,Thị trấn Đăk Đoa,Huyện Đăk Đoa,Tỉnh Gia Lai,0974891491,IN000005,E3563257899669,Đơn bán,Tablet,14/12/2023,,KHO_SONNGUYET,Kho Sơn Nguyệt,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,31,620,322400000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Gia Lai,C1SONNGUYET,Công ty TNHH MTV TM-DV Sơn Nguyệt,TVLOI,Tô Vũ Lợi,GIALAI_TVL,Gia Lai,22001CC,CH Chiến Vân,218,Hùng Vương,Thị trấn Chư Prông,Huyện Chư Prông,Tỉnh Gia Lai,0912626623,IN000009,E3555281757077,Đơn bán,Tablet,15/12/2023,,KHO_SONNGUYET,Kho Sơn Nguyệt,TP00000600,NPK PM 20-7-7+TE- Bao 50 kg L1,1,20,32,640,336000000,,,0,,,Đã duyệt,15/12/2023,,,
